title;author;year;avg_rating;ratings;url
The Humans (Hardcover);Matt Haig;2013;4.08;133039;https://www.goodreads.com/book/show/16130537-the-humans
Starsight (Skyward, #2);Brandon Sanderson;2019;4.36;94052;https://www.goodreads.com/book/show/42769202-starsight
Dr. Jekyll and Mr. Hyde (Mass Market Paperback);Robert Louis Stevenson;1886;3.83;599598;https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde
Use of Weapons (Culture, #3);Iain M. Banks;1990;4.16;48822;https://www.goodreads.com/book/show/12007.Use_of_Weapons
Ancillary Mercy (Imperial Radch, #3);Ann Leckie;2015;4.22;45728;https://www.goodreads.com/book/show/23533039-ancillary-mercy
Ancillary Mercy (Imperial Radch, #3);Ann Leckie;2015;4.22;45728;https://www.goodreads.com/book/show/23533039-ancillary-mercy
Aurora Rising (The Aurora Cycle, #1);Amie Kaufman;2019;4.1;69045;https://www.goodreads.com/book/show/30075662-aurora-rising
The Year of the Flood (MaddAddam, #2);Margaret Atwood;2009;4.06;126841;https://www.goodreads.com/book/show/6080337-the-year-of-the-flood
Upgrade (Hardcover);Blake Crouch;2022;3.81;100036;https://www.goodreads.com/book/show/59838811-upgrade
Gateway (Heechee Saga, #1);Frederik Pohl;1977;4.06;45447;https://www.goodreads.com/book/show/218427.Gateway
On Basilisk Station (Honor Harrington, #1);David Weber;1993;4.13;47302;https://www.goodreads.com/book/show/35921.On_Basilisk_Station
Count Zero (Sprawl, #2);William Gibson;1986;4.02;55437;https://www.goodreads.com/book/show/22200.Count_Zero
The Ballad of Songbirds and Snakes (The Hunger Games, #0);Suzanne Collins;2020;3.96;835428;https://www.goodreads.com/book/show/51901147-the-ballad-of-songbirds-and-snakes
Shift (Silo, #2);Hugh Howey;2013;4.12;114530;https://www.goodreads.com/book/show/17306293-shift
The Rise of Endymion (Hyperion Cantos, #4);Dan Simmons;1997;4.17;58643;https://www.goodreads.com/book/show/11289.The_Rise_of_Endymion
The Space Between Worlds (The Space Between Worlds, #1);Micaiah Johnson;2020;3.94;39774;https://www.goodreads.com/book/show/43301353-the-space-between-worlds
An Absolutely Remarkable Thing (The Carls, #1);Hank Green;2018;4.04;120139;https://www.goodreads.com/book/show/24233708-an-absolutely-remarkable-thing
Prey (Paperback);Michael Crichton;2002;3.78;179301;https://www.goodreads.com/book/show/83763.Prey
The Demolished Man (Paperback);Alfred Bester;1953;3.97;32459;https://www.goodreads.com/book/show/76740.The_Demolished_Man
Acceptance (Southern Reach, #3);Jeff VanderMeer;2014;3.64;68035;https://www.goodreads.com/book/show/18077752-acceptance
System Collapse (The Murderbot Diaries, #7);Martha Wells;2023;4.22;44270;https://www.goodreads.com/book/show/65211701-system-collapse
Dark Force Rising (Star Wars: The Thrawn Trilogy, #2);Timothy Zahn;1992;4.18;67840;https://www.goodreads.com/book/show/216442.Dark_Force_Rising
Watchmen (Paperback);Alan             Moore;1987;4.38;566284;https://www.goodreads.com/book/show/472331.Watchmen
These Broken Stars (Starbound, #1);Amie Kaufman;2013;3.89;70319;https://www.goodreads.com/book/show/13138635-these-broken-stars
Specials (Uglies, #3);Scott Westerfeld;2006;3.76;193541;https://www.goodreads.com/book/show/24765.Specials
Shadow Puppets (The Shadow Series, #3);Orson Scott Card;2002;3.9;60117;https://www.goodreads.com/book/show/234724.Shadow_Puppets
Under the Dome (Hardcover);Stephen         King;2009;3.92;305350;https://www.goodreads.com/book/show/6320534-under-the-dome
The Word for World Is Forest (ebook);Ursula K. Le Guin;1972;4.05;34382;https://www.goodreads.com/book/show/276767.The_Word_for_World_Is_Forest
Fairest (The Lunar Chronicles, #3.5);Marissa Meyer;2015;3.95;143644;https://www.goodreads.com/book/show/22489107-fairest
The Midnight Library (Hardcover);Matt Haig;2020;3.99;1921820;https://www.goodreads.com/book/show/52578297-the-midnight-library
Green Mars (Mars Trilogy, #2);Kim Stanley Robinson;1993;3.95;38906;https://www.goodreads.com/book/show/77505.Green_Mars
Saga, Volume 3 (Paperback);Brian K. Vaughan;2014;4.48;96508;https://www.goodreads.com/book/show/19358975-saga-volume-3
Mona Lisa Overdrive (Sprawl, #3);William Gibson;1988;4.01;45031;https://www.goodreads.com/book/show/154091.Mona_Lisa_Overdrive
The Obelisk Gate (The Broken Earth, #2);N.K. Jemisin;2016;4.3;170087;https://www.goodreads.com/book/show/26228034-the-obelisk-gate
The City and the Stars (Paperback);Arthur C. Clarke;1956;4.08;34382;https://www.goodreads.com/book/show/250024.The_City_and_the_Stars
The Last Command (Star Wars: The Thrawn Trilogy, #3);Timothy Zahn;1993;4.26;60878;https://www.goodreads.com/book/show/216422.The_Last_Command
Perelandra (The Space Trilogy, #2);C.S. Lewis;1943;4.0;54856;https://www.goodreads.com/book/show/100924.Perelandra
The Chrysalids (Mass Market Paperback);John Wyndham;1955;3.93;57533;https://www.goodreads.com/book/show/826845.The_Chrysalids
Waking Gods (Themis Files, #2);Sylvain Neuvel;2017;4.0;47044;https://www.goodreads.com/book/show/30134847-waking-gods
The City of Ember (Book of Ember, #1);Jeanne DuPrau;2003;3.89;286146;https://www.goodreads.com/book/show/307791.The_City_of_Ember
Embassytown (Hardcover);China Miéville;2011;3.89;32685;https://www.goodreads.com/book/show/9265453-embassytown
Dust (Silo, #3);Hugh Howey;2013;4.24;104395;https://www.goodreads.com/book/show/18866705-dust
How High We Go in the Dark (Hardcover);Sequoia Nagamatsu;2022;3.83;59366;https://www.goodreads.com/book/show/57850265-how-high-we-go-in-the-dark
The Three Stigmata of Palmer Eldritch (Paperback);Philip K. Dick;1965;4.01;39987;https://www.goodreads.com/book/show/14185.The_Three_Stigmata_of_Palmer_Eldritch
Shatter Me (Shatter Me, #1);Tahereh Mafi;2011;3.85;964256;https://www.goodreads.com/book/show/10429045-shatter-me
Flow My Tears, the Policeman Said (Paperback);Philip K. Dick;1974;3.91;42147;https://www.goodreads.com/book/show/22584.Flow_My_Tears_the_Policeman_Said
Robots and Empire (Robot, #4);Isaac Asimov;1985;4.22;33758;https://www.goodreads.com/book/show/76688.Robots_and_Empire
Lord of Light (Paperback);Roger Zelazny;1967;4.06;33625;https://www.goodreads.com/book/show/13821.Lord_of_Light
Thunderhead (Arc of a Scythe, #2);Neal Shusterman;2018;4.39;192418;https://www.goodreads.com/book/show/33555224-thunderhead
Obsidio (The Illuminae Files, #3);Amie Kaufman;2018;4.45;54633;https://www.goodreads.com/book/show/24909347-obsidio
A Prayer for the Crown-Shy (Monk & Robot, #2);Becky  Chambers;2022;4.41;59768;https://www.goodreads.com/book/show/40864030-a-prayer-for-the-crown-shy
Delirium (Delirium, #1);Lauren Oliver;2011;3.95;470227;https://www.goodreads.com/book/show/11614718-delirium
Iron Gold (Red Rising Saga, #4);Pierce Brown;2018;4.23;107345;https://www.goodreads.com/book/show/33257757-iron-gold
The Infinite Sea (The 5th Wave, #2);Rick Yancey;2014;3.84;143517;https://www.goodreads.com/book/show/16131484-the-infinite-sea
The Warrior's Apprentice (Vorkosigan Saga, #2);Lois McMaster Bujold;1986;4.27;28796;https://www.goodreads.com/book/show/61906.The_Warrior_s_Apprentice
Dragonflight (Dragonriders of Pern, #1);Anne McCaffrey;1968;4.09;138740;https://www.goodreads.com/book/show/61975.Dragonflight
2061: Odyssey Three  (Space Odyssey, #3);Arthur C. Clarke;1987;3.61;31695;https://www.goodreads.com/book/show/35816.2061
Iron Widow (Iron Widow, #1);Xiran Jay Zhao;2021;4.06;89197;https://www.goodreads.com/book/show/52459864-iron-widow
Leviathan Falls (The Expanse, #9);James S.A. Corey;2021;4.54;57338;https://www.goodreads.com/book/show/28335699-leviathan-falls
The Stone Sky (The Broken Earth, #3);N.K. Jemisin;2017;4.34;144150;https://www.goodreads.com/book/show/31817749-the-stone-sky
Children of Ruin (Children of Time, #2);Adrian Tchaikovsky;2019;4.06;45884;https://www.goodreads.com/book/show/40376072-children-of-ruin
Ninefox Gambit (The Machineries of Empire, #1);Yoon Ha Lee;2016;3.8;20229;https://www.goodreads.com/book/show/26118426-ninefox-gambit
Shadow of the Giant (The Shadow Series, #4);Orson Scott Card;2005;4.01;54541;https://www.goodreads.com/book/show/8647.Shadow_of_the_Giant
Saga, Volume 4 (Paperback);Brian K. Vaughan;2014;4.42;80043;https://www.goodreads.com/book/show/23093367-saga-volume-4
Ender in Exile (Ender's Saga, #5);Orson Scott Card;2008;3.92;51117;https://www.goodreads.com/book/show/3220405-ender-in-exile
The Gunslinger (The Dark Tower, #1);Stephen         King;1982;3.92;622739;https://www.goodreads.com/book/show/43615.The_Gunslinger
Leviathan (Leviathan, #1);Scott Westerfeld;2009;3.92;93023;https://www.goodreads.com/book/show/6050678-leviathan
Perdido Street Station (New Crobuzon, #1);China Miéville;2000;3.98;71345;https://www.goodreads.com/book/show/68494.Perdido_Street_Station
The Reality Dysfunction (Night's Dawn, #1);Peter F. Hamilton;1996;4.13;36670;https://www.goodreads.com/book/show/45245.The_Reality_Dysfunction
Parable of the Talents (Earthseed, #2);Octavia E. Butler;1998;4.31;63561;https://www.goodreads.com/book/show/60932.Parable_of_the_Talents
Blue Mars (Mars Trilogy, #3);Kim Stanley Robinson;1996;3.95;31579;https://www.goodreads.com/book/show/77504.Blue_Mars
Feed (Paperback);M.T. Anderson;2002;3.55;65047;https://www.goodreads.com/book/show/169756.Feed
Nightfall (Mass Market Paperback);Isaac Asimov;1990;4.05;36486;https://www.goodreads.com/book/show/99245.Nightfall
Burning Chrome (Sprawl, #0);William Gibson;1986;4.06;40363;https://www.goodreads.com/book/show/22323.Burning_Chrome
Zoe's Tale (Old Man's War, #4);John Scalzi;2008;3.77;35947;https://www.goodreads.com/book/show/2102600.Zoe_s_Tale
House of Suns (Paperback);Alastair Reynolds;2008;4.24;28991;https://www.goodreads.com/book/show/1126719.House_of_Suns
Barrayar (Vorkosigan Saga, #7);Lois McMaster Bujold;1991;4.3;29545;https://www.goodreads.com/book/show/61905.Barrayar
Flatland: A Romance of Many Dimensions (Paperback);Edwin A. Abbott;1884;3.81;71803;https://www.goodreads.com/book/show/433567.Flatland
The City & the City (Hardcover);China Miéville;2009;3.9;71627;https://www.goodreads.com/book/show/4703581-the-city-the-city
Borne (Borne, #1);Jeff VanderMeer;2017;3.93;37472;https://www.goodreads.com/book/show/31451186-borne
Light from Uncommon Stars (Hardcover);Ryka Aoki;2021;4.06;32209;https://www.goodreads.com/book/show/56179360-light-from-uncommon-stars
Robopocalypse (Robopocalypse, #1);Daniel H. Wilson;2011;3.7;40087;https://www.goodreads.com/book/show/9634967-robopocalypse
For We Are Many (Bobiverse, #2);Dennis E. Taylor;2017;4.37;60436;https://www.goodreads.com/book/show/33395557-for-we-are-many
The Galaxy, and the Ground Within (Wayfarers, #4);Becky  Chambers;2021;4.41;34428;https://www.goodreads.com/book/show/50209317-the-galaxy-and-the-ground-within
Fuzzy Nation (Fuzzy Sapiens, #7);John Scalzi;2011;4.14;30885;https://www.goodreads.com/book/show/9647532-fuzzy-nation
Harrow the Ninth (The Locked Tomb, #2);Tamsyn Muir;2020;4.29;71816;https://www.goodreads.com/book/show/39325105-harrow-the-ninth
The Darkest Minds (The Darkest Minds, #1);Alexandra Bracken;2012;4.16;195989;https://www.goodreads.com/book/show/10576365-the-darkest-minds
Pebble in the Sky (Galactic Empire, #3);Isaac Asimov;1950;3.9;25290;https://www.goodreads.com/book/show/41820.Pebble_in_the_Sky
The Circle (The Circle, #1);Dave Eggers;2013;3.43;220945;https://www.goodreads.com/book/show/18302455-the-circle
American Gods (Kindle Edition);Neil Gaiman;2001;4.11;950620;https://www.goodreads.com/book/show/30165203-american-gods
The House of the Scorpion (Matteo Alacran, #1);Nancy Farmer;2002;4.08;93172;https://www.goodreads.com/book/show/13376.The_House_of_the_Scorpion
Sundiver (The Uplift Saga, #1);David Brin;1980;3.69;26738;https://www.goodreads.com/book/show/96472.Sundiver
All the Birds in the Sky (Hardcover);Charlie Jane Anders;2016;3.59;47077;https://www.goodreads.com/book/show/25372801-all-the-birds-in-the-sky
Babel-17 (Hardcover);Samuel R. Delany;1966;3.73;18356;https://www.goodreads.com/book/show/1199688.Babel_17
The Quantum Thief (Jean le Flambeur, #1);Hannu Rajaniemi;2010;3.83;22555;https://www.goodreads.com/book/show/7562764-the-quantum-thief
Judas Unchained (Commonwealth Saga, #2);Peter F. Hamilton;2005;4.3;38265;https://www.goodreads.com/book/show/45244.Judas_Unchained
Ilium (Ilium, #1);Dan Simmons;2003;4.04;30728;https://www.goodreads.com/book/show/3973.Ilium
The Long Dark Tea-Time of the Soul (Dirk Gently, #2);Douglas Adams;1988;4.04;87116;https://www.goodreads.com/book/show/357.The_Long_Dark_Tea_Time_of_the_Soul
The Stars, Like Dust (Galactic Empire, #1);Isaac Asimov;1951;3.74;24194;https://www.goodreads.com/book/show/41822.The_Stars_Like_Dust
Home (Binti, #2);Nnedi Okorafor;2017;4.04;28608;https://www.goodreads.com/book/show/30038654-home
Starter Villain (Hardcover);John Scalzi;2023;4.15;52034;https://www.goodreads.com/book/show/61885029-starter-villain
3001: The Final Odyssey (Mass Market Paperback);Arthur C. Clarke;1999;3.58;26581;https://www.goodreads.com/book/show/63432.3001
MaddAddam (MaddAddam, #3);Margaret Atwood;2013;4.02;78029;https://www.goodreads.com/book/show/17262203-maddaddam
A Desolation Called Peace (Teixcalaan, #2);Arkady Martine;2021;4.32;30167;https://www.goodreads.com/book/show/45154547-a-desolation-called-peace
Way Station (Paperback);Clifford D. Simak;1963;4.03;27917;https://www.goodreads.com/book/show/190999.Way_Station
The Angel Experiment (Maximum Ride, #1);James Patterson;2005;4.07;226796;https://www.goodreads.com/book/show/13152.The_Angel_Experiment
That Hideous Strength (The Space Trilogy, #3);C.S. Lewis;1945;3.92;41749;https://www.goodreads.com/book/show/100933.That_Hideous_Strength
Congo (Paperback);Michael Crichton;1980;3.62;172901;https://www.goodreads.com/book/show/7672.Congo
Excession (Culture, #5);Iain M. Banks;1996;4.2;31735;https://www.goodreads.com/book/show/12013.Excession
Renegades (Renegades, #1);Marissa Meyer;2017;4.13;148283;https://www.goodreads.com/book/show/28421168-renegades
Broken Angels (Takeshi Kovacs, #2);Richard K. Morgan;2003;3.93;37200;https://www.goodreads.com/book/show/279561.Broken_Angels
The Fountains of Paradise (Paperback);Arthur C. Clarke;1979;3.95;30340;https://www.goodreads.com/book/show/149049.The_Fountains_of_Paradise
The Consuming Fire (The Interdependency, #2);John Scalzi;2018;4.22;33358;https://www.goodreads.com/book/show/34942741-the-consuming-fire
Saga, Volume 5 (Paperback);Brian K. Vaughan;2015;4.4;69820;https://www.goodreads.com/book/show/25451555-saga-volume-5
Wool (Wool, #1);Hugh Howey;2011;4.13;100895;https://www.goodreads.com/book/show/12287209-wool
Dauntless (The Lost Fleet, #1);Jack Campbell;2006;3.96;32295;https://www.goodreads.com/book/show/112292.Dauntless
Blackout (All Clear, #1);Connie Willis;2010;3.85;26255;https://www.goodreads.com/book/show/6506307-blackout
To Your Scattered Bodies Go (Riverworld, #1);Philip José Farmer;1971;3.93;32537;https://www.goodreads.com/book/show/189147.To_Your_Scattered_Bodies_Go
The Human Division (Old Man's War, #5);John Scalzi;2013;4.09;34986;https://www.goodreads.com/book/show/15698479-the-human-division
Winter’s Orbit (Paperback);Everina Maxwell;2021;3.99;24608;https://www.goodreads.com/book/show/57693520-winter-s-orbit
Lucifer's Hammer (Mass Market Paperback);Larry Niven;1977;4.0;44181;https://www.goodreads.com/book/show/218467.Lucifer_s_Hammer
Too Like the Lightning (Terra Ignota, #1);Ada Palmer;2016;3.81;14233;https://www.goodreads.com/book/show/26114545-too-like-the-lightning
Planet of the Apes (Paperback);Pierre Boulle;1963;3.99;44654;https://www.goodreads.com/book/show/414895.Planet_of_the_Apes
The Vor Game (Vorkosigan Saga, #6);Lois McMaster Bujold;1990;4.27;25775;https://www.goodreads.com/book/show/68483.The_Vor_Game
Startide Rising (The Uplift Saga, #2);David Brin;1983;4.04;32417;https://www.goodreads.com/book/show/234501.Startide_Rising
Mortal Engines (Mortal Engines, #1);Philip Reeve;2001;3.76;66612;https://www.goodreads.com/book/show/287861.Mortal_Engines
Aurora (Hardcover);Kim Stanley Robinson;2015;3.77;25909;https://www.goodreads.com/book/show/23197269-aurora
Metro 2033 (Metro, #1);Dmitry Glukhovsky;2002;4.02;65912;https://www.goodreads.com/book/show/17274667-metro-2033
Pines (Wayward Pines, #1);Blake Crouch;2012;3.94;137388;https://www.goodreads.com/book/show/15096164-pines
Six Wakes (Paperback);Mur Lafferty;2017;3.83;18886;https://www.goodreads.com/book/show/28962996-six-wakes
Stars Above (The Lunar Chronicles, #4.5);Marissa Meyer;2016;4.16;98192;https://www.goodreads.com/book/show/25689074-stars-above
An Unkindness of Ghosts (Paperback);Rivers Solomon;2017;3.96;20058;https://www.goodreads.com/book/show/34381254-an-unkindness-of-ghosts
The Golden Compass (His Dark Materials, #1);Philip Pullman;1995;4.02;1547140;https://www.goodreads.com/book/show/119322.The_Golden_Compass
A Wind in the Door (Time Quintet, #2);Madeleine L'Engle;1973;3.99;128650;https://www.goodreads.com/book/show/18130.A_Wind_in_the_Door
Pattern Recognition (Blue Ant, #1);William Gibson;2003;3.87;51095;https://www.goodreads.com/book/show/22320.Pattern_Recognition
Time Enough for Love (Kindle Edition);Robert A. Heinlein;1973;3.97;35950;https://www.goodreads.com/book/show/58306840-time-enough-for-love
The Testaments (The Handmaid's Tale, #2);Margaret Atwood;2019;4.19;363199;https://www.goodreads.com/book/show/42975172-the-testaments
A Deepness in the Sky (Zones of Thought, #2);Vernor Vinge;1999;4.32;33649;https://www.goodreads.com/book/show/226004.A_Deepness_in_the_Sky
The Toll (Arc of a Scythe, #3);Neal Shusterman;2019;4.18;138268;https://www.goodreads.com/book/show/43822024-the-toll
Paper Girls, Volume 1 (Paperback);Brian K. Vaughan;2016;3.89;104016;https://www.goodreads.com/book/show/28204534-paper-girls-volume-1
The Postman (Paperback);David Brin;1985;3.89;36023;https://www.goodreads.com/book/show/889284.The_Postman
Little Brother (Little Brother, #1);Cory Doctorow;2008;3.93;51878;https://www.goodreads.com/book/show/954674.Little_Brother
2312 (Hardcover);Kim Stanley Robinson;2012;3.52;20625;https://www.goodreads.com/book/show/11830394-2312
The Ask and the Answer (Chaos Walking, #2);Patrick Ness;2009;4.18;97842;https://www.goodreads.com/book/show/20758103-the-ask-and-the-answer
Gone (Gone, #1);Michael  Grant;2008;3.86;203739;https://www.goodreads.com/book/show/2536134.Gone
Have Space Suit—Will Travel (Paperback);Robert A. Heinlein;1958;3.92;30451;https://www.goodreads.com/book/show/20417.Have_Space_Suit_Will_Travel
Eon (The Way, #1);Greg Bear;1977;3.88;29198;https://www.goodreads.com/book/show/840278.Eon
Chasm City (Mass Market Paperback);Alastair Reynolds;2001;4.13;25750;https://www.goodreads.com/book/show/89185.Chasm_City
Shards of Earth (The Final Architecture, #1);Adrian Tchaikovsky;2021;4.19;25530;https://www.goodreads.com/book/show/55278507-shards-of-earth
A Thousand Pieces of You (Firebird, #1);Claudia Gray;2014;3.9;59552;https://www.goodreads.com/book/show/17234658-a-thousand-pieces-of-you
Redemption Ark (Revelation Space, #2);Alastair Reynolds;2002;4.15;30239;https://www.goodreads.com/book/show/89190.Redemption_Ark
The Door Into Summer (Paperback);Robert A. Heinlein;1957;4.02;27096;https://www.goodreads.com/book/show/348.The_Door_Into_Summer
VALIS (Paperback);Philip K. Dick;1981;3.92;30583;https://www.goodreads.com/book/show/216377.VALIS
Extras (Uglies, #4);Scott Westerfeld;2006;3.6;121116;https://www.goodreads.com/book/show/493456.Extras
Provenance (Imperial Radch);Ann Leckie;2017;3.84;19710;https://www.goodreads.com/book/show/25353286-provenance
The Peripheral (Jackpot #1);William Gibson;2014;3.9;31035;https://www.goodreads.com/book/show/24611819-the-peripheral
The Ringworld Engineers (Ringworld, #2);Larry Niven;1980;3.88;32781;https://www.goodreads.com/book/show/61181.The_Ringworld_Engineers
Rama II (Rama #2);Arthur C. Clarke;1989;3.7;27638;https://www.goodreads.com/book/show/112520.Rama_II
I Have No Mouth & I Must Scream (Mass Market Paperback);Harlan Ellison;1967;3.9;37647;https://www.goodreads.com/book/show/415459.I_Have_No_Mouth_I_Must_Scream
Falling Free (Vorkosigan Saga, #4);Lois McMaster Bujold;1988;3.84;21925;https://www.goodreads.com/book/show/61915.Falling_Free
Only Human (Themis Files, #3);Sylvain Neuvel;2018;3.63;32092;https://www.goodreads.com/book/show/35820656-only-human
Prodigy (Legend, #2);Marie Lu;2013;4.23;267903;https://www.goodreads.com/book/show/16287469-prodigy
Life As We Knew It (Last Survivors, #1);Susan Beth Pfeffer;2006;3.89;129829;https://www.goodreads.com/book/show/213753.Life_As_We_Knew_It
All These Worlds (Bobiverse, #3);Dennis E. Taylor;2017;4.4;53130;https://www.goodreads.com/book/show/35506021-all-these-worlds
Saga, Volume 6 (Paperback);Brian K. Vaughan;2016;4.46;54146;https://www.goodreads.com/book/show/28862528-saga-volume-6
Dead Silence (Hardcover);S.A. Barnes;2022;3.8;28658;https://www.goodreads.com/book/show/57693184-dead-silence
The Puppet Masters (Mass Market Paperback);Robert A. Heinlein;1951;3.88;33161;https://www.goodreads.com/book/show/7171856-the-puppet-masters
The Currents of Space (Galactic Empire, #2);Isaac Asimov;1952;3.85;20118;https://www.goodreads.com/book/show/85434.The_Currents_of_Space
The Dreaming Void (Void, #1);Peter F. Hamilton;2007;4.18;28423;https://www.goodreads.com/book/show/866136.The_Dreaming_Void
Daemon (Daemon, #1);Daniel Suarez;2006;4.16;46414;https://www.goodreads.com/book/show/6665847-daemon
Rosewater (The Wormwood Trilogy, #1);Tade Thompson;2017;3.75;15738;https://www.goodreads.com/book/show/38362809-rosewater
The Echo Wife (Hardcover);Sarah Gailey;2021;3.61;34320;https://www.goodreads.com/book/show/52379735-the-echo-wife
Fortune's Pawn (Paradox, #1);Rachel Bach;2013;3.94;15589;https://www.goodreads.com/book/show/15790894-fortune-s-pawn
Friday (Paperback);Robert A. Heinlein;1982;3.85;29633;https://www.goodreads.com/book/show/17208.Friday
Axiom's End (Noumena, #1);Lindsay  Ellis;2020;3.72;25450;https://www.goodreads.com/book/show/51171377-axiom-s-end
The Kill Order (The Maze Runner, #0.4);James Dashner;2012;3.71;234477;https://www.goodreads.com/book/show/13089710-the-kill-order
The Children of Men (Paperback);P.D. James;1992;3.67;48955;https://www.goodreads.com/book/show/41913.The_Children_of_Men
Gathering Blue (The Giver, #2);Lois Lowry;2000;3.82;196282;https://www.goodreads.com/book/show/12936.Gathering_Blue
Blindness (Kindle Edition);José Saramago;1995;4.17;299606;https://www.goodreads.com/book/show/40495148-blindness
More Than Human (Paperback);Theodore Sturgeon;1953;3.94;18544;https://www.goodreads.com/book/show/541024.More_Than_Human
Feed (Newsflesh, #1);Mira Grant;2010;3.85;59672;https://www.goodreads.com/book/show/7094569-feed
Cytonic (Skyward, #3);Brandon Sanderson;2021;4.07;54279;https://www.goodreads.com/book/show/57571215-cytonic
Severance (Hardcover);Ling  Ma;2018;3.91;106979;https://www.goodreads.com/book/show/36348525-severance
Look to Windward (Culture, #7);Iain M. Banks;2000;4.22;27542;https://www.goodreads.com/book/show/12016.Look_to_Windward
Matter (Culture, #8);Iain M. Banks;2008;4.1;28215;https://www.goodreads.com/book/show/886066.Matter
The Honor of the Queen (Honor Harrington, #2);David Weber;1993;4.23;28967;https://www.goodreads.com/book/show/77735.The_Honor_of_the_Queen
The Midwich Cuckoos (Mass Market Paperback);John Wyndham;1957;3.91;26339;https://www.goodreads.com/book/show/161846.The_Midwich_Cuckoos
Just One Damned Thing After Another (The Chronicles of St Mary's, #1);Jodi Taylor;2013;3.88;47337;https://www.goodreads.com/book/show/29661618-just-one-damned-thing-after-another
City (Hardcover);Clifford D. Simak;1944;4.08;17851;https://www.goodreads.com/book/show/222093.City
I Am Legend and Other Stories (Paperback);Richard Matheson;1954;4.0;132422;https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories
The Memory Police (Hardcover);Yōko Ogawa;1994;3.72;97923;https://www.goodreads.com/book/show/37004370-the-memory-police
1Q84 (1Q84, #1-3);Haruki Murakami;2009;3.96;331980;https://www.goodreads.com/book/show/10357575-1q84
Cetaganda (Vorkosigan Saga, #9);Lois McMaster Bujold;1995;4.17;20294;https://www.goodreads.com/book/show/76812.Cetaganda
Something Wicked This Way Comes (Mass Market Paperback);Ray Bradbury;1962;3.91;136289;https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes
Wild Seed (Patternmaster, #1);Octavia E. Butler;1980;4.21;35534;https://www.goodreads.com/book/show/52318.Wild_Seed
Adulthood Rites (Xenogenesis, #2);Octavia E. Butler;1988;4.19;24620;https://www.goodreads.com/book/show/116249.Adulthood_Rites
The Paper Menagerie and Other Stories (Hardcover);Ken Liu;2016;4.36;33438;https://www.goodreads.com/book/show/24885533-the-paper-menagerie-and-other-stories
The Last Emperox (The Interdependency, #3);John Scalzi;2020;4.13;28728;https://www.goodreads.com/book/show/38322550-the-last-emperox
Around the World in Eighty Days (Paperback);Jules Verne;1872;3.94;255618;https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days
Monsters of Men (Chaos Walking, #3);Patrick Ness;2010;4.22;87249;https://www.goodreads.com/book/show/20758105-monsters-of-men
Stand on Zanzibar (Paperback);John Brunner;1968;3.94;16688;https://www.goodreads.com/book/show/41069.Stand_on_Zanzibar
The Eyre Affair (Thursday Next, #1);Jasper Fforde;2001;3.89;133899;https://www.goodreads.com/book/show/27003.The_Eyre_Affair
In the Lives of Puppets (Hardcover);T.J. Klune;2023;3.92;73271;https://www.goodreads.com/book/show/60784549-in-the-lives-of-puppets
Space Opera (Space Opera, #1);Catherynne M. Valente;2018;3.46;16057;https://www.goodreads.com/book/show/24100285-space-opera
The Algebraist (Paperback);Iain M. Banks;2004;4.03;22856;https://www.goodreads.com/book/show/12009.The_Algebraist
More Than This (Paperback);Patrick Ness;2013;3.95;67227;https://www.goodreads.com/book/show/21969786-more-than-this
The Lost World (Professor Challenger, #1);Arthur Conan Doyle;1912;3.93;68329;https://www.goodreads.com/book/show/10155.The_Lost_World
The Night Masquerade (Binti, #3);Nnedi Okorafor;2018;4.01;22031;https://www.goodreads.com/book/show/34386617-the-night-masquerade
Earth Abides (Paperback);George R. Stewart;1949;3.95;30368;https://www.goodreads.com/book/show/93269.Earth_Abides
Firefight (The Reckoners, #2);Brandon Sanderson;2015;4.25;104930;https://www.goodreads.com/book/show/15704459-firefight
Downbelow Station (The Company Wars, #1);C.J. Cherryh;1981;3.9;15704;https://www.goodreads.com/book/show/57045.Downbelow_Station
A Swiftly Tilting Planet (Time Quintet, #3);Madeleine L'Engle;1978;4.08;109377;https://www.goodreads.com/book/show/77276.A_Swiftly_Tilting_Planet
Grimspace (Sirantha Jax, #1);Ann Aguirre;2008;3.74;15983;https://www.goodreads.com/book/show/1828067.Grimspace
Vengeful (Villains, #2);Victoria Schwab;2018;4.15;104809;https://www.goodreads.com/book/show/26856502-vengeful
The Butcher of Anderson Station (The Expanse, #1.5);James S.A. Corey;2011;4.01;23875;https://www.goodreads.com/book/show/11570653-the-butcher-of-anderson-station
Accelerando (Mass Market Paperback);Charles Stross;2005;3.87;21541;https://www.goodreads.com/book/show/17863.Accelerando
Replay (Paperback);Ken Grimwood;1987;4.15;40076;https://www.goodreads.com/book/show/341735.Replay
The Ministry for the Future (Hardcover);Kim Stanley Robinson;2020;3.88;34282;https://www.goodreads.com/book/show/50998056-the-ministry-for-the-future
The Power of Six (Lorien Legacies, #2);Pittacus Lore;2011;4.14;138293;https://www.goodreads.com/book/show/8659601-the-power-of-six
