title;author;year;avg_rating;ratings;url
Planet of Exile (Paperback);Ursula K. Le Guin;1966;3.72;12363;https://www.goodreads.com/book/show/201882.Planet_of_Exile
The White Mountains (The Tripods, #1);John Christopher;1967;3.95;14021;https://www.goodreads.com/book/show/64316.The_White_Mountains
The Bone Clocks (Hardcover);David Mitchell;2014;3.84;97107;https://www.goodreads.com/book/show/20819685-the-bone-clocks
Blue Remembered Earth (Poseidon's Children, #1);Alastair Reynolds;2012;3.88;11738;https://www.goodreads.com/book/show/9424053-blue-remembered-earth
Where Late the Sweet Birds Sang (Hardcover);Kate Wilhelm;1976;3.85;10502;https://www.goodreads.com/book/show/968827.Where_Late_the_Sweet_Birds_Sang
Hunters of Dune (Dune, #7);Brian Herbert;2006;3.69;17802;https://www.goodreads.com/book/show/20249.Hunters_of_Dune
This Shattered World (Starbound, #2);Amie Kaufman;2014;3.94;21536;https://www.goodreads.com/book/show/13138734-this-shattered-world
Wayward (Wayward Pines, #2);Blake Crouch;2013;4.15;76324;https://www.goodreads.com/book/show/17920175-wayward
The Snow Queen (The Snow Queen Cycle, #1);Joan D. Vinge;1980;3.95;12913;https://www.goodreads.com/book/show/139986.The_Snow_Queen
The Engines of God (The Academy, #1);Jack McDevitt;1994;3.83;9811;https://www.goodreads.com/book/show/337048.The_Engines_of_God
The Rowan (The Tower and the Hive, #1);Anne McCaffrey;1990;4.05;17766;https://www.goodreads.com/book/show/61938.The_Rowan
Down and Out in the Magic Kingdom (Paperback);Cory Doctorow;2003;3.56;13775;https://www.goodreads.com/book/show/29587.Down_and_Out_in_the_Magic_Kingdom
Crystal Singer (Crystal Singer, #1);Anne McCaffrey;1982;4.13;21306;https://www.goodreads.com/book/show/653711.Crystal_Singer
Wither (The Chemical Garden, #1);Lauren DeStefano;2011;3.8;100331;https://www.goodreads.com/book/show/8525590-wither
Rama Revealed (Rama, #4);Arthur C. Clarke;1993;3.82;17008;https://www.goodreads.com/book/show/112517.Rama_Revealed
Bloodline (Star Wars);Claudia Gray;2016;4.07;25012;https://www.goodreads.com/book/show/27209239-bloodline
House Corrino (Prelude to Dune, #3);Brian Herbert;2001;3.75;17752;https://www.goodreads.com/book/show/20252.House_Corrino
Crosstalk (ebook);Connie Willis;2016;3.56;12686;https://www.goodreads.com/book/show/25430248-crosstalk
All Our Yesterdays (Kindle Edition);Cristin Terrill;2013;4.02;23724;https://www.goodreads.com/book/show/58161559-all-our-yesterdays
Permutation City (Mass Market Paperback);Greg Egan;1994;4.06;11206;https://www.goodreads.com/book/show/156784.Permutation_City
Honor Among Enemies (Honor Harrington, #6);David Weber;1996;4.27;18459;https://www.goodreads.com/book/show/77739.Honor_Among_Enemies
The Vital Abyss (The Expanse, #5.5);James S.A. Corey;2015;3.9;17072;https://www.goodreads.com/book/show/26170028-the-vital-abyss
The Memory of Earth (Homecoming, #1);Orson Scott Card;1992;3.59;16700;https://www.goodreads.com/book/show/92956.The_Memory_of_Earth
On a Sunbeam (Paperback);Tillie Walden;2018;4.3;31223;https://www.goodreads.com/book/show/36952615-on-a-sunbeam
Saga, Volume 9 (Kindle Edition);Brian K. Vaughan;2018;4.56;32466;https://www.goodreads.com/book/show/29237221-saga-volume-9
Dragondrums (Harper Hall, #3);Anne McCaffrey;1979;4.1;36898;https://www.goodreads.com/book/show/28553.Dragondrums
Ahsoka (Star Wars);E.K. Johnston;2016;4.08;40865;https://www.goodreads.com/book/show/29749107-ahsoka
Polaris Rising (Consortium Rebellion, #1);Jessie Mihalik;2019;3.92;13846;https://www.goodreads.com/book/show/35662096-polaris-rising
Tender Is the Flesh (Paperback);Agustina Bazterrica;2017;3.79;240679;https://www.goodreads.com/book/show/49090884-tender-is-the-flesh
New Moon (Luna, #1);Ian McDonald;2015;3.75;8292;https://www.goodreads.com/book/show/23848027-new-moon
Courageous (The Lost Fleet, #3);Jack Campbell;2007;3.99;18528;https://www.goodreads.com/book/show/1372055.Courageous
Borders of Infinity (Vorkosigan Saga [Publication] #5.1-5.3);Lois McMaster Bujold;1987;4.25;10741;https://www.goodreads.com/book/show/76811.Borders_of_Infinity
The Number of the Beast (Paperback);Robert A. Heinlein;1980;3.62;13008;https://www.goodreads.com/book/show/50877.The_Number_of_the_Beast
The Wild Robot (The Wild Robot, #1);Peter  Brown;2016;4.13;65732;https://www.goodreads.com/book/show/26030734-the-wild-robot
Sandworms of Dune (Dune, #8);Brian Herbert;2007;3.7;15454;https://www.goodreads.com/book/show/42434.Sandworms_of_Dune
Defy the Stars (Constellation, #1);Claudia Gray;2017;4.02;13104;https://www.goodreads.com/book/show/31423196-defy-the-stars
Mickey7 (Mickey7, #1);Edward Ashton;2022;3.75;15237;https://www.goodreads.com/book/show/57693457-mickey7
Dandelion Wine (Paperback);Ray Bradbury;1957;4.08;72337;https://www.goodreads.com/book/show/50033.Dandelion_Wine
Incarceron (Incarceron, #1);Catherine Fisher;2007;3.65;61563;https://www.goodreads.com/book/show/332775.Incarceron
Summer Frost (Kindle Edition);Blake Crouch;2019;4.1;25016;https://www.goodreads.com/book/show/49676965-summer-frost
Salvation (Salvation Sequence, #1);Peter F. Hamilton;2018;4.13;15243;https://www.goodreads.com/book/show/34068552-salvation
Lost Stars (Star Wars);Claudia Gray;2015;4.28;30035;https://www.goodreads.com/book/show/25067046-lost-stars
Behemoth (Leviathan, #2);Scott Westerfeld;2010;4.17;40416;https://www.goodreads.com/book/show/7826116-behemoth
The Mysterious Island (Captain Nemo, #3);Jules Verne;1874;4.13;55239;https://www.goodreads.com/book/show/32831.The_Mysterious_Island
The Bicentennial Man and Other Stories (Paperback);Isaac Asimov;1976;4.13;15037;https://www.goodreads.com/book/show/70787.The_Bicentennial_Man_and_Other_Stories
Strange Dogs (The Expanse, #6.5);James S.A. Corey;2017;4.07;16020;https://www.goodreads.com/book/show/30367030-strange-dogs
Farnham's Freehold (Paperback);Robert A. Heinlein;1964;3.59;12576;https://www.goodreads.com/book/show/50840.Farnham_s_Freehold
Against a Dark Background (Paperback);Iain M. Banks;1993;4.11;16538;https://www.goodreads.com/book/show/422452.Against_a_Dark_Background
The Deep Sky (Hardcover);Yume Kitasei;2023;3.7;7880;https://www.goodreads.com/book/show/61884842-the-deep-sky
Time and Again (Time, #1);Jack Finney;1970;3.94;23597;https://www.goodreads.com/book/show/40526.Time_and_Again
Archenemies (Renegades, #2);Marissa Meyer;2018;4.25;90018;https://www.goodreads.com/book/show/35425827-archenemies
Job: A Comedy of Justice (Mass Market Paperback);Robert A. Heinlein;1984;3.78;18291;https://www.goodreads.com/book/show/355.Job
Starflight (Starflight, #1);Melissa Landers;2016;3.85;13295;https://www.goodreads.com/book/show/21793182-starflight
In Enemy Hands (Honor Harrington, #7);David Weber;1998;4.24;16950;https://www.goodreads.com/book/show/77740.In_Enemy_Hands
Beggars in Spain (Sleepless, #1);Nancy Kress;1993;3.93;8587;https://www.goodreads.com/book/show/68333.Beggars_in_Spain
The Tommyknockers (Mass Market Paperback);Stephen         King;1987;3.6;155486;https://www.goodreads.com/book/show/17660.The_Tommyknockers
Robot Dreams (Robot, #0.4);Isaac Asimov;1983;4.16;12417;https://www.goodreads.com/book/show/41818.Robot_Dreams
First Meetings in Ender's Universe (Ender's Saga, #0.5);Orson Scott Card;1999;3.85;14029;https://www.goodreads.com/book/show/7957.First_Meetings_in_Ender_s_Universe
Saving the World and Other Extreme Sports (Maximum Ride, #3);James Patterson;2007;4.14;95317;https://www.goodreads.com/book/show/33676.Saving_the_World_and_Other_Extreme_Sports
Century Rain (Mass Market Paperback);Alastair Reynolds;2004;3.94;11255;https://www.goodreads.com/book/show/89192.Century_Rain
The Eye of Minds (The Mortality Doctrine, #1);James Dashner;2013;3.84;42793;https://www.goodreads.com/book/show/16279856-the-eye-of-minds
American War (Kindle Edition);Omar El Akkad;2017;3.79;39208;https://www.goodreads.com/book/show/33311863-american-war
Under the Skin (Paperback);Michel Faber;2000;3.75;27051;https://www.goodreads.com/book/show/123063.Under_the_Skin
I Will Fear No Evil (Mass Market Paperback);Robert A. Heinlein;1970;3.67;12209;https://www.goodreads.com/book/show/175325.I_Will_Fear_No_Evil
The Vanished Birds (Hardcover);Simon Jimenez;2020;4.07;8367;https://www.goodreads.com/book/show/45422268-the-vanished-birds
River of Blue Fire (Otherland, #2);Tad Williams;1998;4.04;16464;https://www.goodreads.com/book/show/10084.River_of_Blue_Fire
Hard-Boiled Wonderland and the End of the World (Paperback);Haruki Murakami;1985;4.12;139948;https://www.goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World
Vox (Hardcover);Christina Dalcher;2018;3.54;82848;https://www.goodreads.com/book/show/37796866-vox
City of Illusions (Mass Market Paperback);Ursula K. Le Guin;1967;3.93;10066;https://www.goodreads.com/book/show/201889.City_of_Illusions
Sand (The Sand Chronicles, #1);Hugh Howey;2014;3.97;30246;https://www.goodreads.com/book/show/20662430-sand
The Heart Goes Last (Hardcover);Margaret Atwood;2013;3.4;71479;https://www.goodreads.com/book/show/24388326-the-heart-goes-last
Son (The Giver, #4);Lois Lowry;2012;3.99;105501;https://www.goodreads.com/book/show/13324841-son
Revenger (Revenger #1);Alastair Reynolds;2016;3.81;12469;https://www.goodreads.com/book/show/28962452-revenger
Horus Rising (The Horus Heresy, #1);Dan Abnett;2006;4.23;29092;https://www.goodreads.com/book/show/625603.Horus_Rising
Shadow & Claw (The Book of the New Sun, #1-2);Gene Wolfe;1994;4.03;20472;https://www.goodreads.com/book/show/40992.Shadow_Claw
A Fall of Moondust (Paperback);Arthur C. Clarke;1961;3.88;10926;https://www.goodreads.com/book/show/149059.A_Fall_of_Moondust
Gridlinked (Agent Cormac #1, Polity Universe #3);Neal Asher;2001;3.96;12229;https://www.goodreads.com/book/show/98046.Gridlinked
Drive (The Expanse, #2.7);James S.A. Corey;2012;4.05;13634;https://www.goodreads.com/book/show/25899877-drive
The Frugal Wizard’s Handbook for Surviving Medieval England (Secret Projets #2);Brandon Sanderson;2023;3.77;47760;https://www.goodreads.com/book/show/60531410-the-frugal-wizard-s-handbook-for-surviving-medieval-england
Orphans of the Sky (Mass Market Paperback);Robert A. Heinlein;1963;3.78;11330;https://www.goodreads.com/book/show/50832.Orphans_of_the_Sky
Dreamsnake (Mass Market Paperback);Vonda N. McIntyre;1978;3.87;10744;https://www.goodreads.com/book/show/263021.Dreamsnake
Dangerous Visions (Paperback);Harlan Ellison;1967;4.16;9494;https://www.goodreads.com/book/show/600349.Dangerous_Visions
The Warlord of Mars (Barsoom, #3);Edgar Rice Burroughs;1919;3.87;14981;https://www.goodreads.com/book/show/40379.The_Warlord_of_Mars
The Bone Season (The Bone Season, #1);Samantha    Shannon;2013;3.82;86083;https://www.goodreads.com/book/show/195391688-the-bone-season
Star Wars: A New Hope (Star Wars Novelizations, #4);George Lucas;1976;4.05;17295;https://www.goodreads.com/book/show/599090.Star_Wars
The Wandering Earth (Kindle Edition);Liu Cixin;2000;4.14;14480;https://www.goodreads.com/book/show/13554058-the-wandering-earth
The Machine Crusade (Legends of Dune, #2);Brian Herbert;2003;3.8;16388;https://www.goodreads.com/book/show/99218.The_Machine_Crusade
Firestarter (Mass Market Paperback);Stephen         King;1980;3.91;233027;https://www.goodreads.com/book/show/233667.Firestarter
The Many-Coloured Land (Saga of Pliocene Exile, #1);Julian  May;1981;4.06;13018;https://www.goodreads.com/book/show/378639.The_Many_Coloured_Land
Nova (Paperback);Samuel R. Delany;1968;3.8;8497;https://www.goodreads.com/book/show/85863.Nova
The Hobbit (The Lord of the Rings, #0);J.R.R. Tolkien;1937;4.29;4097617;https://www.goodreads.com/book/show/5907.The_Hobbit
Wires and Nerve (Wires and Nerve, #1);Marissa Meyer;2017;4.11;28024;https://www.goodreads.com/book/show/29772863-wires-and-nerve
Wilder Girls (Hardcover);Rory Power;2019;3.46;91625;https://www.goodreads.com/book/show/42505366-wilder-girls
The Future of Another Timeline (Hardcover);Annalee Newitz;2019;3.74;8683;https://www.goodreads.com/book/show/43263237-the-future-of-another-timeline
Gentleman Jole and the Red Queen (Vorkosigan Saga, #16);Lois McMaster Bujold;2016;3.83;9802;https://www.goodreads.com/book/show/25155958-gentleman-jole-and-the-red-queen
The Last Town (Wayward Pines, #3);Blake Crouch;2014;4.1;69630;https://www.goodreads.com/book/show/20423680-the-last-town
Specter of the Past (Star Wars: The Hand of Thrawn Duology, #1);Timothy Zahn;1997;4.02;21174;https://www.goodreads.com/book/show/77787.Specter_of_the_Past
Halo: The Fall of Reach (Paperback);Eric S. Nylund;2001;4.26;31663;https://www.goodreads.com/book/show/60229.Halo
Lagoon (Paperback);Nnedi Okorafor;2014;3.63;8595;https://www.goodreads.com/book/show/18753656-lagoon
The Ones Who Walk Away from Omelas (Library Binding);Ursula K. Le Guin;1973;4.37;43944;https://www.goodreads.com/book/show/92625.The_Ones_Who_Walk_Away_from_Omelas
Echoes of Honor (Honor Harrington, #8);David Weber;1998;4.25;15765;https://www.goodreads.com/book/show/77741.Echoes_of_Honor
The First Sister (The First Sister Trilogy, #1);Linden A. Lewis;2020;3.86;8082;https://www.goodreads.com/book/show/52378525-the-first-sister
Onyx (Lux, #2);Jennifer L. Armentrout;2012;4.23;184183;https://www.goodreads.com/book/show/13047090-onyx
The Fall of Five (Lorien Legacies, #4);Pittacus Lore;2013;4.22;69386;https://www.goodreads.com/book/show/15861491-the-fall-of-five
Quicksilver (The Baroque Cycle, #1);Neal Stephenson;2003;3.93;45490;https://www.goodreads.com/book/show/823.Quicksilver
Last and First Men (Paperback);Olaf Stapledon;1930;3.79;6449;https://www.goodreads.com/book/show/2749148-last-and-first-men
Never Fade (The Darkest Minds, #2);Alexandra Bracken;2013;4.2;99966;https://www.goodreads.com/book/show/16150830-never-fade
"Fall; or, Dodge in Hell (Hardcover)";Neal Stephenson;2019;3.58;18947;https://www.goodreads.com/book/show/41824495-fall-or-dodge-in-hell
Those Left Behind (Serenity #1);Joss Whedon;2006;4.04;27523;https://www.goodreads.com/book/show/133765.Those_Left_Behind
Shades of Grey (Shades of Grey, #1);Jasper Fforde;2009;4.16;38685;https://www.goodreads.com/book/show/2113260.Shades_of_Grey
Many Waters (Time Quintet, #4);Madeleine L'Engle;1986;3.96;48606;https://www.goodreads.com/book/show/151370.Many_Waters
Path of Destruction (Star Wars: Darth Bane #1);Drew Karpyshyn;2006;4.34;32596;https://www.goodreads.com/book/show/35430.Path_of_Destruction
Off Armageddon Reef (Safehold, #1);David Weber;2007;4.14;12302;https://www.goodreads.com/book/show/72199.Off_Armageddon_Reef
The Gap Into Conflict: The Real Story (The Gap Cycle #1);Stephen R. Donaldson;1990;3.71;10641;https://www.goodreads.com/book/show/427353.The_Gap_Into_Conflict
A Game of Thrones (A Song of Ice and Fire, #1);George R.R. Martin;1996;4.44;2545292;https://www.goodreads.com/book/show/13496.A_Game_of_Thrones
All the Weyrs of Pern (Pern, #11);Anne McCaffrey;1991;4.22;26294;https://www.goodreads.com/book/show/61926.All_the_Weyrs_of_Pern
Valiant (The Lost Fleet, #4);Jack Campbell;2008;4.0;17045;https://www.goodreads.com/book/show/2341319.Valiant
Halting State (Halting State, #1);Charles Stross;2007;3.8;12257;https://www.goodreads.com/book/show/222472.Halting_State
Descender, Vol. 1: Tin Stars (Paperback);Jeff Lemire;2015;4.08;19751;https://www.goodreads.com/book/show/25546167-descender-vol-1
The Testing (The Testing, #1);Joelle Charbonneau;2013;4.05;77365;https://www.goodreads.com/book/show/13326831-the-testing
The Speed of Dark (Paperback);Elizabeth Moon;2002;4.0;11306;https://www.goodreads.com/book/show/96063.The_Speed_of_Dark
Starfish (Rifters, #1);Peter Watts;1999;3.95;9407;https://www.goodreads.com/book/show/66479.Starfish
Chain-Gang All-Stars (Hardcover);Nana Kwame Adjei-Brenyah;2023;4.14;55452;https://www.goodreads.com/book/show/61190770-chain-gang-all-stars
Star Wars: The Phantom Menace (Star Wars Novelizations, #1);Terry Brooks;1999;3.63;19773;https://www.goodreads.com/book/show/34941.Star_Wars
Ashes of Victory (Honor Harrington, #9);David Weber;2001;4.19;15118;https://www.goodreads.com/book/show/77742.Ashes_of_Victory
Randomize (Kindle Edition);Andy Weir;2019;3.53;28421;https://www.goodreads.com/book/show/49661162-randomize
Infinity Welcomes Careful Drivers (Red Dwarf, #1);Grant Naylor;1989;4.08;27952;https://www.goodreads.com/book/show/349090.Infinity_Welcomes_Careful_Drivers
Fallen Dragon (Paperback);Peter F. Hamilton;2001;4.08;14636;https://www.goodreads.com/book/show/45258.Fallen_Dragon
Light Bringer (Red Rising Saga, #6);Pierce Brown;2023;4.75;47226;https://www.goodreads.com/book/show/29227774-light-bringer
The 7 1/2 Deaths of Evelyn Hardcastle (Hardcover);Stuart Turton;2018;3.81;403387;https://www.goodreads.com/book/show/36337550-the-7-1-2-deaths-of-evelyn-hardcastle
The Tea Master and the Detective (The Universe of Xuya);Aliette de Bodard;2018;3.85;5653;https://www.goodreads.com/book/show/36686547-the-tea-master-and-the-detective
Remnant Population (Paperback);Elizabeth Moon;1996;4.1;6333;https://www.goodreads.com/book/show/96284.Remnant_Population
The Elite (The Selection, #2);Kiera Cass;2013;3.94;797940;https://www.goodreads.com/book/show/16248068-the-elite
Hunger (Gone, #2);Michael  Grant;2009;4.02;87907;https://www.goodreads.com/book/show/61762227-hunger
Red Planet (Paperback);Robert A. Heinlein;1949;3.83;10585;https://www.goodreads.com/book/show/50843.Red_Planet
Timescape (Mass Market Paperback);Gregory Benford;1980;3.72;11221;https://www.goodreads.com/book/show/778990.Timescape
Glasshouse (Hardcover);Charles Stross;2006;3.88;11436;https://www.goodreads.com/book/show/17866.Glasshouse
The Kraken Wakes (Mass Market Paperback);John Wyndham;1953;3.77;10346;https://www.goodreads.com/book/show/91092.The_Kraken_Wakes
Paper Girls, Volume 3 (Paperback);Brian K. Vaughan;2017;4.06;24741;https://www.goodreads.com/book/show/34504722-paper-girls-volume-3
Woman on the Edge of Time (Paperback);Marge Piercy;1976;3.92;17600;https://www.goodreads.com/book/show/772888.Woman_on_the_Edge_of_Time
The Terminal Man (Mass Market Paperback);Michael Crichton;1972;3.41;28926;https://www.goodreads.com/book/show/7679.The_Terminal_Man
At the Mountains of Madness (Paperback);H.P. Lovecraft;1931;3.81;55562;https://www.goodreads.com/book/show/32767.At_the_Mountains_of_Madness
Welcome to Night Vale (Welcome to Night Vale, #1);Joseph Fink;2015;3.83;41910;https://www.goodreads.com/book/show/23129410-welcome-to-night-vale
"The Color of Magic (Discworld, #1; Rincewind, #1)";Terry Pratchett;1983;4.0;395212;https://www.goodreads.com/book/show/34497.The_Color_of_Magic
The Ringworld Throne (Ringworld, #3);Larry Niven;N/A;3.55;11336;https://www.goodreads.com/book/show/64467.The_Ringworld_Throne
Bird Box (Bird Box, #1);Josh Malerman;2014;4.04;193654;https://www.goodreads.com/book/show/44646576-bird-box
One Word Kill (Impossible Times, #1);Mark  Lawrence;2019;3.75;20302;https://www.goodreads.com/book/show/39792427-one-word-kill
The Long Mars (The Long Earth, #3);Terry Pratchett;2014;3.76;15987;https://www.goodreads.com/book/show/18586487-the-long-mars
Micro (Kindle Edition);Michael Crichton;2011;3.51;38469;https://www.goodreads.com/book/show/11660590-micro
Enclave (Razorland, #1);Ann Aguirre;2011;3.91;69997;https://www.goodreads.com/book/show/7137327-enclave
The Last Watch (The Divide, #1);J.S. Dewes;2021;3.96;10194;https://www.goodreads.com/book/show/53205794-the-last-watch
Good Morning, Midnight (ebook);Lily Brooks-Dalton;2016;3.9;21514;https://www.goodreads.com/book/show/27405160-good-morning-midnight
Star Wars: The Force Awakens (Star Wars Novelizations, #7);Alan Dean Foster;2015;3.71;17647;https://www.goodreads.com/book/show/25387202-star-wars
Moreta: Dragonlady of Pern (Pern, #7);Anne McCaffrey;1984;4.03;29058;https://www.goodreads.com/book/show/61958.Moreta
14 (Threshold, #1);Peter Clines;2012;3.96;37386;https://www.goodreads.com/book/show/15062217-14
Calculating God (Mass Market Paperback);Robert J. Sawyer;2000;3.86;9875;https://www.goodreads.com/book/show/264950.Calculating_God
Relentless (The Lost Fleet, #5);Jack Campbell;2009;4.09;17965;https://www.goodreads.com/book/show/5292173-relentless
Valor's Choice (Confederation, #1);Tanya Huff;2000;3.99;8668;https://www.goodreads.com/book/show/772606.Valor_s_Choice
Fledgling (Paperback);Octavia E. Butler;2005;3.82;34374;https://www.goodreads.com/book/show/60925.Fledgling
Defiant (Skyward, #4);Brandon Sanderson;2023;4.34;25201;https://www.goodreads.com/book/show/43606308-defiant
Finna (LitenVerse, #1);Nino Cipri;2020;3.66;10810;https://www.goodreads.com/book/show/44081573-finna
The Dreamers (Hardcover);Karen Thompson Walker;2019;3.63;41515;https://www.goodreads.com/book/show/34409176-the-dreamers
A Big Ship at the Edge of the Universe (The Salvagers, #1);Alex White;2018;3.79;7541;https://www.goodreads.com/book/show/35520564-a-big-ship-at-the-edge-of-the-universe
Freedom™ (Daemon, #2);Daniel Suarez;2010;4.26;29106;https://www.goodreads.com/book/show/8488830-freedom
Genesis (Hardcover);Bernard Beckett;2006;3.9;13182;https://www.goodreads.com/book/show/6171892-genesis
The People of Sparks (Book of Ember, #2);Jeanne DuPrau;2004;3.69;60771;https://www.goodreads.com/book/show/3467.The_People_of_Sparks
Hard to Be a God (Hardcover);Arkadi Strugatski;1964;4.13;16317;https://www.goodreads.com/book/show/759517.Hard_to_Be_a_God
All Tomorrow's Parties (Bridge, #3);William Gibson;1999;3.93;16576;https://www.goodreads.com/book/show/22321.All_Tomorrow_s_Parties
Columbus Day (Expeditionary Force, #1);Craig Alanson;2016;4.26;27341;https://www.goodreads.com/book/show/36449535-columbus-day
The Employees: A Workplace Novel of the 22nd Century (Paperback);Olga Ravn;2018;3.67;18900;https://www.goodreads.com/book/show/53780642-the-employees
Dragon's Egg (Cheela, #1);Robert L. Forward;1980;4.12;9081;https://www.goodreads.com/book/show/263466.Dragon_s_Egg
William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4);Ian Doescher;2013;3.96;20217;https://www.goodreads.com/book/show/17262540-william-shakespeare-s-star-wars
Victorious (The Lost Fleet, #6);Jack Campbell;2010;4.1;17188;https://www.goodreads.com/book/show/7200884-victorious
Jedi Search (Star Wars: The Jedi Academy Trilogy, #1);Kevin J. Anderson;1994;3.68;17592;https://www.goodreads.com/book/show/760110.Jedi_Search
This Immortal (Paperback);Roger Zelazny;1966;3.9;12020;https://www.goodreads.com/book/show/13827.This_Immortal
The Invincible (Paperback);Stanisław Lem;1964;4.15;12277;https://www.goodreads.com/book/show/251633.The_Invincible
Wizard and Glass (The Dark Tower, #4);Stephen         King;1997;4.26;203939;https://www.goodreads.com/book/show/5096.Wizard_and_Glass
Ark (Kindle Edition);Veronica Roth;2019;3.6;23285;https://www.goodreads.com/book/show/49680556-ark
Mountain of Black Glass (Otherland, #3);Tad Williams;1999;4.07;16086;https://www.goodreads.com/book/show/10090.Mountain_of_Black_Glass
Killashandra (Crystal Singer, #2);Anne McCaffrey;1985;4.07;15437;https://www.goodreads.com/book/show/238961.Killashandra
The Daughter of Doctor Moreau (Hardcover);Silvia Moreno-Garcia;2022;3.58;33701;https://www.goodreads.com/book/show/54829360-the-daughter-of-doctor-moreau
Heaven's River (Bobiverse, #4);Dennis E. Taylor;2020;4.29;26964;https://www.goodreads.com/book/show/42950440-heaven-s-river
Unlocked: An Oral History of Haden's Syndrome (Lock In, #0.5);John Scalzi;2014;3.96;9388;https://www.goodreads.com/book/show/21805681-unlocked
The Lives of Tao (Tao, #1);Wesley Chu;2013;3.76;9109;https://www.goodreads.com/book/show/15981711-the-lives-of-tao
The Best of All Possible Worlds (Hardcover);Karen Lord;2013;3.61;5301;https://www.goodreads.com/book/show/15743440-the-best-of-all-possible-worlds
State of Fear (Mass Market Paperback);Michael Crichton;1987;3.7;88097;https://www.goodreads.com/book/show/15860.State_of_Fear
Chocky (Mass Market Paperback);John Wyndham;1968;3.86;11069;https://www.goodreads.com/book/show/161849.Chocky
The Battle of Corrin (Legends of Dune, #3);Brian Herbert;2004;3.79;14413;https://www.goodreads.com/book/show/99220.The_Battle_of_Corrin
Honor's Knight (Paradox, #2);Rachel Bach;2014;3.97;9896;https://www.goodreads.com/book/show/16131473-honor-s-knight
Vision of the Future (Star Wars: The Hand of Thrawn Duology, #2);Timothy Zahn;1997;4.1;18690;https://www.goodreads.com/book/show/77786.Vision_of_the_Future
Glitches (The Lunar Chronicles, #0.5);Marissa Meyer;2011;3.96;24622;https://www.goodreads.com/book/show/13254289-glitches
Beyond the Blue Event Horizon (Heechee Saga, #2);Frederik Pohl;1980;3.95;13495;https://www.goodreads.com/book/show/373399.Beyond_the_Blue_Event_Horizon
The Futurological Congress: From the Memoirs of Ijon Tichy (Paperback);Stanisław Lem;1971;4.18;13381;https://www.goodreads.com/book/show/733473.The_Futurological_Congress
Here and Now and Then (Hardcover);Mike Chen;2019;3.76;10596;https://www.goodreads.com/book/show/39217756-here-and-now-and-then
Spook Country (Blue Ant, #2);William Gibson;2007;3.72;20792;https://www.goodreads.com/book/show/22322.Spook_Country
Who Fears Death (Hardcover);Nnedi Okorafor;2010;3.94;26636;https://www.goodreads.com/book/show/7767021-who-fears-death
Alien (Paperback);Alan Dean Foster;1979;4.09;21171;https://www.goodreads.com/book/show/35125.Alien
Farmer in the Sky (Paperback);Robert A. Heinlein;1950;3.78;9942;https://www.goodreads.com/book/show/50851.Farmer_in_the_Sky
Bellwether (Mass Market Paperback);Connie Willis;1996;3.93;13161;https://www.goodreads.com/book/show/24985.Bellwether
Warm Bodies (Warm Bodies, #1);Isaac Marion;2010;3.91;107158;https://www.goodreads.com/book/show/15842439-warm-bodies
Requiem (Delirium, #3);Lauren Oliver;2013;3.73;150350;https://www.goodreads.com/book/show/9593913-requiem
War of Honor (Honor Harrington, #10);David Weber;2002;4.13;13698;https://www.goodreads.com/book/show/77743.War_of_Honor
The Fireman (Paperback);Joe Hill;2016;3.91;61242;https://www.goodreads.com/book/show/29875363-the-fireman
Legion (Legion, #1);Brandon Sanderson;2012;4.13;42120;https://www.goodreads.com/book/show/13452375-legion
Brightness Reef (Uplift Storm Trilogy, #1);David Brin;1995;3.91;10721;https://www.goodreads.com/book/show/25059.Brightness_Reef
Hidden Empire (The Saga of Seven Suns, #1);Kevin J. Anderson;2002;3.8;9007;https://www.goodreads.com/book/show/898232.Hidden_Empire
The Final Warning (Maximum Ride, #4);James Patterson;2008;3.85;72175;https://www.goodreads.com/book/show/1829709.The_Final_Warning
A Wizard of Earthsea (Earthsea Cycle, #1);Ursula K. Le Guin;1968;4.01;326636;https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea
The Years of Rice and Salt (Mass Market Paperback);Kim Stanley Robinson;2002;3.75;14543;https://www.goodreads.com/book/show/2723.The_Years_of_Rice_and_Salt
Splinter of the Mind's Eye (Mass Market Paperback);Alan Dean Foster;1978;3.27;11297;https://www.goodreads.com/book/show/35204.Splinter_of_the_Mind_s_Eye
Hench (Hench, #1);Natalie Zina Walschots;2020;4.02;23838;https://www.goodreads.com/book/show/49867430-hench
The Arctic Incident  (Artemis Fowl, #2);Eoin Colfer;2002;3.96;155715;https://www.goodreads.com/book/show/114955.The_Arctic_Incident
The Call of Cthulhu (Kindle Edition);H.P. Lovecraft;1928;4.03;115247;https://www.goodreads.com/book/show/15730101-the-call-of-cthulhu
The Yiddish Policemen's Union (Hardcover);Michael Chabon;2007;3.71;77715;https://www.goodreads.com/book/show/16703.The_Yiddish_Policemen_s_Union
Cyteen (Cyteen, #1-3);C.J. Cherryh;1988;4.0;10367;https://www.goodreads.com/book/show/834518.Cyteen
